,id,date,time,quantity,location,unit_price,category,product,detail,sales,month,day,year,weekday,hour,time_of_day
23394,23451,2023-02-11,14:18:19,1,Lower Manhattan,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,11,2023,Saturday,14,Afternoon
23395,23452,2023-02-11,14:18:19,1,Lower Manhattan,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,13.33,February,11,2023,Saturday,14,Afternoon
23396,23453,2023-02-11,14:19:59,2,Hell's Kitchen,3.75,Coffee,Barista Espresso,Latte,7.5,February,11,2023,Saturday,14,Afternoon
23397,23454,2023-02-11,14:19:59,2,Hell's Kitchen,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,February,11,2023,Saturday,14,Afternoon
23398,23455,2023-02-11,14:19:59,1,Hell's Kitchen,18.0,Coffee beans,Organic Beans,Brazilian - Organic,18.0,February,11,2023,Saturday,14,Afternoon
23399,23456,2023-02-11,14:20:29,1,Lower Manhattan,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,February,11,2023,Saturday,14,Afternoon
23400,23457,2023-02-11,14:24:44,1,Lower Manhattan,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,February,11,2023,Saturday,14,Afternoon
23401,23458,2023-02-11,14:25:23,2,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,February,11,2023,Saturday,14,Afternoon
23402,23459,2023-02-11,14:32:33,1,Lower Manhattan,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,February,11,2023,Saturday,14,Afternoon
23403,23460,2023-02-11,14:36:26,1,Lower Manhattan,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,February,11,2023,Saturday,14,Afternoon
23404,23461,2023-02-11,14:36:31,2,Hell's Kitchen,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,February,11,2023,Saturday,14,Afternoon
23405,23462,2023-02-11,14:36:31,1,Hell's Kitchen,3.5,Bakery,Pastry,Croissant,3.5,February,11,2023,Saturday,14,Afternoon
23406,23463,2023-02-11,14:37:00,1,Astoria,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,February,11,2023,Saturday,14,Afternoon
23407,23464,2023-02-11,14:42:43,2,Hell's Kitchen,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,February,11,2023,Saturday,14,Afternoon
23408,23465,2023-02-11,14:44:37,2,Astoria,4.25,Coffee,Barista Espresso,Latte Rg,8.5,February,11,2023,Saturday,14,Afternoon
23409,23466,2023-02-11,14:44:37,2,Astoria,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,February,11,2023,Saturday,14,Afternoon
23410,23467,2023-02-11,14:44:37,1,Astoria,3.25,Bakery,Scone,Cranberry Scone,3.25,February,11,2023,Saturday,14,Afternoon
23411,23468,2023-02-11,14:52:49,2,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,February,11,2023,Saturday,14,Afternoon
23412,23469,2023-02-11,14:53:39,2,Astoria,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,February,11,2023,Saturday,14,Afternoon
23413,23470,2023-02-11,14:57:16,2,Lower Manhattan,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,February,11,2023,Saturday,14,Afternoon
23414,23471,2023-02-11,14:58:30,1,Lower Manhattan,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,February,11,2023,Saturday,14,Afternoon
23415,23472,2023-02-11,14:58:30,2,Lower Manhattan,0.8,Flavours,Regular syrup,Carmel syrup,1.6,February,11,2023,Saturday,14,Afternoon
23416,23473,2023-02-11,14:59:36,2,Hell's Kitchen,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,February,11,2023,Saturday,14,Afternoon
23417,23474,2023-02-11,14:59:36,1,Hell's Kitchen,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,11,2023,Saturday,14,Afternoon
23418,23475,2023-02-11,15:03:33,1,Lower Manhattan,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,February,11,2023,Saturday,15,Afternoon
23419,23476,2023-02-11,15:03:33,1,Lower Manhattan,3.75,Bakery,Pastry,Chocolate Croissant,3.75,February,11,2023,Saturday,15,Afternoon
23420,23477,2023-02-11,15:05:28,2,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,February,11,2023,Saturday,15,Afternoon
23421,23478,2023-02-11,15:12:11,2,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,February,11,2023,Saturday,15,Afternoon
23422,23479,2023-02-11,15:12:50,1,Lower Manhattan,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,February,11,2023,Saturday,15,Afternoon
23423,23480,2023-02-11,15:19:35,2,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,February,11,2023,Saturday,15,Afternoon
23424,23481,2023-02-11,15:24:27,2,Lower Manhattan,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,February,11,2023,Saturday,15,Afternoon
23425,23482,2023-02-11,15:24:27,1,Lower Manhattan,3.25,Bakery,Scone,Ginger Scone,3.25,February,11,2023,Saturday,15,Afternoon
23426,23483,2023-02-11,15:28:44,1,Astoria,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,February,11,2023,Saturday,15,Afternoon
23427,23484,2023-02-11,15:32:00,2,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,February,11,2023,Saturday,15,Afternoon
23428,23485,2023-02-11,15:32:00,1,Hell's Kitchen,3.75,Bakery,Pastry,Chocolate Croissant,3.75,February,11,2023,Saturday,15,Afternoon
23429,23486,2023-02-11,15:34:19,1,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,February,11,2023,Saturday,15,Afternoon
23430,23487,2023-02-11,15:38:48,1,Lower Manhattan,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,February,11,2023,Saturday,15,Afternoon
23431,23488,2023-02-11,15:41:58,2,Astoria,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,February,11,2023,Saturday,15,Afternoon
23432,23489,2023-02-11,15:41:58,1,Astoria,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,February,11,2023,Saturday,15,Afternoon
23433,23490,2023-02-11,15:45:21,2,Lower Manhattan,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,February,11,2023,Saturday,15,Afternoon
23434,23491,2023-02-11,15:45:26,1,Astoria,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,February,11,2023,Saturday,15,Afternoon
23435,23492,2023-02-11,15:45:55,1,Lower Manhattan,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,February,11,2023,Saturday,15,Afternoon
23436,23493,2023-02-11,15:48:30,1,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,February,11,2023,Saturday,15,Afternoon
23437,23494,2023-02-11,15:54:47,1,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,February,11,2023,Saturday,15,Afternoon
23438,23495,2023-02-11,15:57:48,1,Hell's Kitchen,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,February,11,2023,Saturday,15,Afternoon
23439,23496,2023-02-11,15:58:37,1,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,February,11,2023,Saturday,15,Afternoon
23440,23497,2023-02-11,15:58:37,1,Hell's Kitchen,3.0,Bakery,Scone,Oatmeal Scone,3.0,February,11,2023,Saturday,15,Afternoon
23441,23498,2023-02-11,16:00:08,1,Hell's Kitchen,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,February,11,2023,Saturday,16,Afternoon
23442,23499,2023-02-11,16:00:53,2,Lower Manhattan,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,February,11,2023,Saturday,16,Afternoon
23443,23500,2023-02-11,16:04:15,1,Astoria,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,February,11,2023,Saturday,16,Afternoon
23444,23501,2023-02-11,16:08:27,1,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,February,11,2023,Saturday,16,Afternoon
23445,23502,2023-02-11,16:13:17,2,Lower Manhattan,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,February,11,2023,Saturday,16,Afternoon
23446,23503,2023-02-11,16:16:08,1,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,February,11,2023,Saturday,16,Afternoon
23447,23504,2023-02-11,16:18:22,1,Hell's Kitchen,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,February,11,2023,Saturday,16,Afternoon
23448,23505,2023-02-11,16:18:22,1,Hell's Kitchen,3.5,Bakery,Pastry,Croissant,3.5,February,11,2023,Saturday,16,Afternoon
23449,23506,2023-02-11,16:19:19,1,Astoria,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,February,11,2023,Saturday,16,Afternoon
23450,23507,2023-02-11,16:20:40,2,Hell's Kitchen,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,February,11,2023,Saturday,16,Afternoon
23451,23508,2023-02-11,16:21:03,1,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,February,11,2023,Saturday,16,Afternoon
23452,23509,2023-02-11,16:21:54,2,Astoria,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,February,11,2023,Saturday,16,Afternoon
23453,23510,2023-02-11,16:22:41,1,Astoria,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,February,11,2023,Saturday,16,Afternoon
23454,23511,2023-02-11,16:29:32,2,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,February,11,2023,Saturday,16,Afternoon
23455,23512,2023-02-11,16:32:27,1,Lower Manhattan,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,February,11,2023,Saturday,16,Afternoon
23456,23513,2023-02-11,16:36:02,1,Lower Manhattan,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,February,11,2023,Saturday,16,Afternoon
23457,23514,2023-02-11,16:41:57,1,Astoria,4.25,Coffee,Barista Espresso,Latte Rg,4.25,February,11,2023,Saturday,16,Afternoon
23458,23515,2023-02-11,16:41:57,2,Astoria,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,February,11,2023,Saturday,16,Afternoon
23459,23516,2023-02-11,16:42:34,1,Astoria,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,February,11,2023,Saturday,16,Afternoon
23460,23517,2023-02-11,16:43:34,1,Astoria,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,February,11,2023,Saturday,16,Afternoon
23461,23518,2023-02-11,16:44:59,2,Hell's Kitchen,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,February,11,2023,Saturday,16,Afternoon
23462,23519,2023-02-11,16:54:08,2,Astoria,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,February,11,2023,Saturday,16,Afternoon
23463,23520,2023-02-11,16:54:08,1,Astoria,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,11,2023,Saturday,16,Afternoon
23464,23521,2023-02-11,16:57:48,1,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,February,11,2023,Saturday,16,Afternoon
23465,23522,2023-02-11,16:57:48,1,Hell's Kitchen,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,February,11,2023,Saturday,16,Afternoon
23466,23523,2023-02-11,17:00:32,1,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,February,11,2023,Saturday,17,Afternoon
23467,23524,2023-02-11,17:04:37,1,Hell's Kitchen,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,February,11,2023,Saturday,17,Afternoon
23468,23525,2023-02-11,17:08:59,1,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,February,11,2023,Saturday,17,Afternoon
23469,23526,2023-02-11,17:09:36,1,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,February,11,2023,Saturday,17,Afternoon
23470,23527,2023-02-11,17:11:20,2,Hell's Kitchen,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,February,11,2023,Saturday,17,Afternoon
23471,23528,2023-02-11,17:20:35,1,Lower Manhattan,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,February,11,2023,Saturday,17,Afternoon
23472,23529,2023-02-11,17:21:54,2,Hell's Kitchen,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,February,11,2023,Saturday,17,Afternoon
23473,23530,2023-02-11,17:34:29,1,Astoria,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,February,11,2023,Saturday,17,Afternoon
23474,23531,2023-02-11,17:42:55,1,Lower Manhattan,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,February,11,2023,Saturday,17,Afternoon
23475,23532,2023-02-11,17:48:45,2,Astoria,3.0,Coffee,Barista Espresso,Espresso shot,6.0,February,11,2023,Saturday,17,Afternoon
23476,23533,2023-02-11,17:48:45,2,Astoria,0.8,Flavours,Regular syrup,Carmel syrup,1.6,February,11,2023,Saturday,17,Afternoon
23477,23534,2023-02-11,17:54:24,2,Astoria,3.0,Coffee,Barista Espresso,Espresso shot,6.0,February,11,2023,Saturday,17,Afternoon
23478,23535,2023-02-11,17:54:24,1,Astoria,0.8,Flavours,Regular syrup,Carmel syrup,0.8,February,11,2023,Saturday,17,Afternoon
23479,23536,2023-02-11,17:55:04,2,Astoria,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,February,11,2023,Saturday,17,Afternoon
23480,23537,2023-02-11,18:03:37,2,Lower Manhattan,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,February,11,2023,Saturday,18,Evening
23481,23538,2023-02-11,18:06:57,1,Lower Manhattan,4.25,Coffee,Barista Espresso,Latte Rg,4.25,February,11,2023,Saturday,18,Evening
23482,23539,2023-02-11,18:06:57,1,Lower Manhattan,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,February,11,2023,Saturday,18,Evening
23483,23540,2023-02-11,18:06:57,1,Lower Manhattan,3.5,Bakery,Pastry,Croissant,3.5,February,11,2023,Saturday,18,Evening
23484,23541,2023-02-11,18:07:44,2,Lower Manhattan,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,February,11,2023,Saturday,18,Evening
23485,23542,2023-02-11,18:09:19,2,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,February,11,2023,Saturday,18,Evening
23486,23543,2023-02-11,18:14:43,1,Hell's Kitchen,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,February,11,2023,Saturday,18,Evening
23487,23544,2023-02-11,18:14:54,2,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,February,11,2023,Saturday,18,Evening
23488,23545,2023-02-11,18:18:05,1,Lower Manhattan,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,February,11,2023,Saturday,18,Evening
23489,23546,2023-02-11,18:18:05,1,Lower Manhattan,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,February,11,2023,Saturday,18,Evening
23490,23547,2023-02-11,18:18:22,1,Hell's Kitchen,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,February,11,2023,Saturday,18,Evening
23491,23548,2023-02-11,18:18:22,1,Hell's Kitchen,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,11,2023,Saturday,18,Evening
23492,23549,2023-02-11,18:19:43,1,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,February,11,2023,Saturday,18,Evening
23493,23550,2023-02-11,18:20:34,1,Hell's Kitchen,3.0,Coffee,Barista Espresso,Espresso shot,3.0,February,11,2023,Saturday,18,Evening
23494,23551,2023-02-11,18:20:58,1,Hell's Kitchen,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,February,11,2023,Saturday,18,Evening
23495,23552,2023-02-11,18:26:20,1,Astoria,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,February,11,2023,Saturday,18,Evening
23496,23553,2023-02-11,18:27:31,1,Hell's Kitchen,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,February,11,2023,Saturday,18,Evening
23497,23554,2023-02-11,18:27:31,1,Hell's Kitchen,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,February,11,2023,Saturday,18,Evening
23498,23555,2023-02-11,18:28:01,1,Lower Manhattan,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,February,11,2023,Saturday,18,Evening
23499,23556,2023-02-11,18:34:19,1,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,February,11,2023,Saturday,18,Evening
23500,23557,2023-02-11,18:35:44,1,Astoria,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,February,11,2023,Saturday,18,Evening
23501,23558,2023-02-11,18:35:44,1,Astoria,14.0,Branded,Housewares,I Need My Bean! Latte cup,14.0,February,11,2023,Saturday,18,Evening
23502,23559,2023-02-11,18:36:29,2,Hell's Kitchen,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,February,11,2023,Saturday,18,Evening
23503,23560,2023-02-11,18:37:48,1,Astoria,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,February,11,2023,Saturday,18,Evening
23504,23561,2023-02-11,18:42:07,2,Hell's Kitchen,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,February,11,2023,Saturday,18,Evening
23505,23562,2023-02-11,18:46:01,2,Astoria,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,February,11,2023,Saturday,18,Evening
23506,23563,2023-02-11,18:50:01,2,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,February,11,2023,Saturday,18,Evening
23507,23564,2023-02-11,18:50:01,1,Hell's Kitchen,3.75,Bakery,Pastry,Almond Croissant,3.75,February,11,2023,Saturday,18,Evening
23508,23565,2023-02-11,18:52:44,1,Hell's Kitchen,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,February,11,2023,Saturday,18,Evening
23509,23566,2023-02-11,19:00:09,2,Hell's Kitchen,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,February,11,2023,Saturday,19,Evening
23510,23567,2023-02-11,19:00:09,1,Hell's Kitchen,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,13.33,February,11,2023,Saturday,19,Evening
23511,23568,2023-02-11,19:08:16,2,Hell's Kitchen,3.75,Coffee,Barista Espresso,Latte,7.5,February,11,2023,Saturday,19,Evening
23512,23569,2023-02-11,19:08:16,2,Hell's Kitchen,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,February,11,2023,Saturday,19,Evening
23513,23570,2023-02-11,19:08:16,1,Hell's Kitchen,3.75,Bakery,Pastry,Chocolate Croissant,3.75,February,11,2023,Saturday,19,Evening
23514,23571,2023-02-11,19:09:18,2,Hell's Kitchen,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,February,11,2023,Saturday,19,Evening
23515,23572,2023-02-11,19:09:18,1,Hell's Kitchen,0.8,Flavours,Regular syrup,Carmel syrup,0.8,February,11,2023,Saturday,19,Evening
23516,23573,2023-02-11,19:09:18,1,Hell's Kitchen,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,11,2023,Saturday,19,Evening
23517,23574,2023-02-11,19:10:12,2,Astoria,3.75,Coffee,Barista Espresso,Cappuccino,7.5,February,11,2023,Saturday,19,Evening
23518,23575,2023-02-11,19:10:12,1,Astoria,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,February,11,2023,Saturday,19,Evening
23519,23576,2023-02-11,19:10:28,1,Hell's Kitchen,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,February,11,2023,Saturday,19,Evening
23520,23577,2023-02-11,19:21:52,1,Astoria,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,February,11,2023,Saturday,19,Evening
23521,23578,2023-02-11,19:32:46,2,Hell's Kitchen,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,February,11,2023,Saturday,19,Evening
23522,23579,2023-02-11,19:32:46,1,Hell's Kitchen,18.0,Coffee beans,Organic Beans,Brazilian - Organic,18.0,February,11,2023,Saturday,19,Evening
23523,23580,2023-02-11,19:45:34,1,Hell's Kitchen,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,February,11,2023,Saturday,19,Evening
23524,23581,2023-02-11,19:45:34,1,Hell's Kitchen,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,February,11,2023,Saturday,19,Evening
23525,23582,2023-02-11,19:48:27,1,Astoria,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,February,11,2023,Saturday,19,Evening
23526,23583,2023-02-11,19:48:27,1,Astoria,8.95,Loose Tea,Herbal tea,Lemon Grass,8.95,February,11,2023,Saturday,19,Evening
23527,23584,2023-02-11,19:48:35,1,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,February,11,2023,Saturday,19,Evening
23528,23585,2023-02-11,19:55:06,2,Hell's Kitchen,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,February,11,2023,Saturday,19,Evening
23529,23586,2023-02-11,19:55:06,1,Hell's Kitchen,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,February,11,2023,Saturday,19,Evening
23530,23587,2023-02-12,06:06:24,1,Lower Manhattan,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,February,12,2023,Sunday,6,Morning
23531,23588,2023-02-12,06:06:38,2,Lower Manhattan,3.75,Coffee,Barista Espresso,Latte,7.5,February,12,2023,Sunday,6,Morning
23532,23589,2023-02-12,06:06:38,2,Lower Manhattan,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,February,12,2023,Sunday,6,Morning
23533,23590,2023-02-12,06:12:45,1,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,February,12,2023,Sunday,6,Morning
23534,23591,2023-02-12,06:22:45,2,Lower Manhattan,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,February,12,2023,Sunday,6,Morning
23535,23592,2023-02-12,06:23:21,2,Lower Manhattan,3.75,Coffee,Barista Espresso,Cappuccino,7.5,February,12,2023,Sunday,6,Morning
23536,23593,2023-02-12,06:23:21,3,Lower Manhattan,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2.4000000000000004,February,12,2023,Sunday,6,Morning
23537,23594,2023-02-12,06:23:21,1,Lower Manhattan,3.75,Bakery,Pastry,Almond Croissant,3.75,February,12,2023,Sunday,6,Morning
23538,23595,2023-02-12,06:26:35,1,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,February,12,2023,Sunday,6,Morning
23539,23596,2023-02-12,06:28:30,1,Lower Manhattan,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,February,12,2023,Sunday,6,Morning
23540,23597,2023-02-12,06:28:30,1,Lower Manhattan,3.0,Bakery,Scone,Oatmeal Scone,3.0,February,12,2023,Sunday,6,Morning
23541,23598,2023-02-12,06:30:45,1,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,February,12,2023,Sunday,6,Morning
23542,23599,2023-02-12,06:30:55,1,Lower Manhattan,3.75,Coffee,Barista Espresso,Cappuccino,3.75,February,12,2023,Sunday,6,Morning
23543,23600,2023-02-12,06:30:55,2,Lower Manhattan,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,February,12,2023,Sunday,6,Morning
23544,23601,2023-02-12,06:32:23,1,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,February,12,2023,Sunday,6,Morning
23545,23602,2023-02-12,06:33:48,2,Lower Manhattan,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,February,12,2023,Sunday,6,Morning
23546,23603,2023-02-12,06:34:34,1,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,February,12,2023,Sunday,6,Morning
23547,23604,2023-02-12,06:36:55,2,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,February,12,2023,Sunday,6,Morning
23548,23605,2023-02-12,06:36:55,1,Hell's Kitchen,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,12,2023,Sunday,6,Morning
23549,23606,2023-02-12,06:39:49,2,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,February,12,2023,Sunday,6,Morning
23550,23607,2023-02-12,06:41:32,2,Hell's Kitchen,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,February,12,2023,Sunday,6,Morning
23551,23608,2023-02-12,06:41:32,1,Hell's Kitchen,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,February,12,2023,Sunday,6,Morning
23552,23609,2023-02-12,06:48:07,1,Lower Manhattan,4.25,Coffee,Barista Espresso,Latte Rg,4.25,February,12,2023,Sunday,6,Morning
23553,23610,2023-02-12,06:48:07,2,Lower Manhattan,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,February,12,2023,Sunday,6,Morning
23554,23611,2023-02-12,06:50:46,2,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,February,12,2023,Sunday,6,Morning
23555,23612,2023-02-12,06:51:21,1,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,February,12,2023,Sunday,6,Morning
23556,23613,2023-02-12,06:51:40,1,Lower Manhattan,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,February,12,2023,Sunday,6,Morning
23557,23614,2023-02-12,06:52:21,1,Lower Manhattan,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,February,12,2023,Sunday,6,Morning
23558,23615,2023-02-12,06:54:41,2,Lower Manhattan,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,February,12,2023,Sunday,6,Morning
23559,23616,2023-02-12,06:54:41,1,Lower Manhattan,3.25,Bakery,Scone,Ginger Scone,3.25,February,12,2023,Sunday,6,Morning
23560,23617,2023-02-12,06:57:55,1,Lower Manhattan,3.0,Coffee,Barista Espresso,Espresso shot,3.0,February,12,2023,Sunday,6,Morning
23561,23618,2023-02-12,06:57:55,3,Lower Manhattan,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,2.4000000000000004,February,12,2023,Sunday,6,Morning
23562,23619,2023-02-12,06:57:55,1,Lower Manhattan,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,February,12,2023,Sunday,6,Morning
23563,23620,2023-02-12,06:58:28,2,Hell's Kitchen,4.25,Coffee,Barista Espresso,Latte Rg,8.5,February,12,2023,Sunday,6,Morning
23564,23621,2023-02-12,06:58:28,2,Hell's Kitchen,0.8,Flavours,Regular syrup,Carmel syrup,1.6,February,12,2023,Sunday,6,Morning
